x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.5,7.28,41.54,41.43,0,0,0,90,684.935,2.417221,3.91824396
0.5,7.28,132.97,132.94,0,0,0,90,308.6450892,2.509,4.402797193
0.5,7.28,132.35,132.32,0,0,0,90,308.6450892,3.08,4.750967764
0.5,7.28,23.8,23.62,0,0,0,90,353.63,2.417221,6.052854295
0.5,6.69,36.77,35.66,1,0,5,40,550,2.892,5.287816748
0.5,6.69,68.93,65.84,1,0,5,40,821.6894831,2.417221,3.868670846
0.5,6.69,68.62,66.33,1,0,5,40,234.8825426,3.091,5.073751097
0.5,6.69,38,37.67,1,0,5,40,445.983055,2.417221,4.813935358
0.5,6.69,46.91,46.65,1,0,5,40,821.6894831,2.417221,4.188826384
0.5,6.69,39.73,39.41,1,0,5,40,308.6450892,1.84,5.483311362
0.5,6.69,41.41,41.11,1,0,5,40,367.53,2.04,5.408775883
0.5,6.69,8.66,3.3,1,0,5,40,297.71,3.182,6.30941446
0.5,6.69,47.98,47.72,1,0,5,40,308.6450892,2.84,5.117150769
0.5,6.69,44.11,41.27,1,0,5,40,308.6450892,5.031,5.281666339
0.5,6.69,18.36,12.39,1,0,5,40,545.66,0.32,6.440962607
0.5,6.69,17.15,9.44,1,0,5,40,355.81,1.04,7.398133284
0.5,6.69,19.74,19.1,1,0,5,40,445.983055,0.32,5.53732859
0.5,6.69,65.43,64.63,1,0,5,40,308.6450892,3.324,5.435988712
0.5,6.69,61.96,59.35,1,0,5,40,308.6450892,4.467,5.886367022
0.5,6.69,16.88,15.87,1,0,5,40,821.6894831,0.32,5.598809351
0.5,6.69,40.34,34.78,1,0,5,40,234.8825426,2.751162791,5.970094337
0.5,6.69,14.7,0,1,0,5,40,267.49,2.834,6.699110269
0.5,6.69,12.44,11.39,1,0,5,40,308.6450892,1.76,6.956922458
0.5,6.69,50.38,46.05,1,0,5,40,361.167702,4.245,5.134779071
0.5,6.69,49.81,45.44,1,0,5,40,160.58,3.347,5.308902065
0.5,6.69,20.72,20.1,1,0,5,40,450.28,1.52,7.025975099
0.5,6.69,47.04,42.96,1,0,5,40,308.6450892,5.759,5.275216883
0.5,6.69,57.51,57.29,1,0,5,40,405.1888981,1.64,5.270946113
0.5,6.69,53.45,53.21,1,0,5,40,271.441,2.44,5.445872813
0.5,6.69,48.87,45.68,1,0,5,40,245.06,5.606,5.589079453
0.5,6.69,46.74,43.2,1,0,5,40,271.9,6.091,5.811431993
0.5,6.69,48.63,48.37,1,0,5,40,445.983055,0.21,4.514411662
0.5,6.69,44.79,44.51,1,0,5,40,308.6450892,3.04,5.643979029
0.5,6.69,36.55,36.2,1,0,5,40,234.8825426,2.417221,5.545858525
0.5,6.69,82.32,82.01,1,0,5,40,308.6450892,2.417221,5.459992533
0.5,6.69,66.64,63.73,1,0,5,40,234.8825426,2.417221,5.38456606
0.5,6.69,22.21,21.64,1,0,5,40,445.983055,0.32,6.049184897
0.5,6.69,53.94,53.71,1,0,5,40,445.983055,1.2,4.659144887
0.5,6.69,57.02,56.55,1,0,5,40,337,2.884,4.866622165
0.5,6.69,144.71,144.62,1,0,5,40,338.539,2.417221,4.738983094
0.5,6.69,23.07,17.82,1,0,5,40,234.8825426,1.72,5.840622866
0.5,6.69,69.5,66.43,1,0,5,40,234.8825426,3.134,5.470836966
0.5,6.69,77.45,74.7,1,0,5,40,370.789,2.417221,5.027379307
0.5,6.69,42.2,37.18,1,0,5,40,316.02,3.549,5.281067677
0.5,6.69,5.43,0,1,0,5,40,525.79,5.331,6.874534385
0.5,6.69,41.17,36.39,1,0,5,40,301,4.852,5.760612716
0.5,6.69,29.88,23.51,1,0,5,40,297.07,3.35,6.076254281
0.5,6.69,22.5,12.92,1,0,5,40,416.58,1,6.258229172
0.5,6.69,28.3,20.36,1,0,5,40,234.8825426,2.804,6.140453649
0.5,6.69,23.41,15.54,1,0,5,40,277.98,3.267,5.98388663
0.5,6.69,20.45,9.87,1,0,5,40,740.05,0.32,6.495565426
0.5,6.69,36.62,35.03,1,0,5,40,365.22,2.918,5.977535403
0.5,6.69,30.7,28.98,1,0,5,40,445.983055,2.45,6.195841193
0.5,6.69,27.26,25.66,1,0,5,40,445.983055,0.76,6.330887556
0.5,6.69,23.77,21.2,1,0,5,40,1015.88,0.32,6.782711819
0.5,6.69,24.03,19.73,1,0,5,40,316.46,2.169,6.343614223
0.5,6.69,20.81,12.42,1,0,5,40,255,0.32,5.942273449
0.5,6.69,31.16,30.19,1,0,5,40,405.1888981,1.939,5.714514381
0.5,6.69,26.73,23.4,1,0,5,40,315.06,2.574,6.351396016
0.5,6.69,37.36,35.43,1,0,5,40,349.43,3.278,6.093046979
0.5,6.69,31.33,27.82,1,0,5,40,270.19,2.797,5.42399218
0.5,6.69,33.99,29.52,1,0,5,40,308.6450892,4.659,6.54395736
0.5,6.69,27.01,21.17,1,0,5,40,308.71,3.317,6.877820868
0.5,6.69,8.44,0,1,0,5,40,380.06,4.1,7.162698057
0.5,6.69,31.48,28.82,1,0,5,40,376.073,2.724,5.847463692
0.5,6.69,22.49,13.8,1,0,5,40,398.42,1.135,6.089348952
0.5,6.69,34.2,32.39,1,0,5,40,376.073,3.025,6.621743443
0.5,6.69,29.74,25.6,1,0,5,40,405.1888981,3.421,5.580305238
0.5,6.69,20.3,15.11,1,0,5,40,1222.52,0.0368,5.390707227
0.5,6.69,19.07,9.87,1,0,5,40,706.22,2.417221,6.358569113
0.5,6.69,5.92,0,1,0,5,40,628.99,5.034,6.615265239
0.5,6.69,57.68,53.94,1,0,5,40,381.23,2.771,4.513970606
0.5,6.69,51.89,47.79,1,0,5,40,405.1888981,3.583,4.834822056
0.5,6.69,18.5,17.81,1,0,5,40,445.983055,0.32,6.06495662
0.5,6.69,59.62,58.32,1,0,5,40,361.167702,3.253,5.481409864
0.5,6.69,56.59,56.36,1,0,5,40,308.6450892,2.36,5.760331546
0.5,6.69,35.81,35.46,1,0,5,40,425.34,2.417221,5.3461341
0.5,6.69,21.36,20.77,1,0,5,40,602.1,0.32,5.259972115
0.5,6.69,31.66,31.27,1,0,5,40,821.6894831,2.417221,4.628376133
0.5,6.69,31.69,31.3,1,0,5,40,554.002,2.417221,4.336478022
0.5,6.69,25.36,24.86,1,0,5,40,670.84,0.32,4.997235719
0.5,6.69,56.92,53.57,1,0,5,40,234.8825426,5.396,5.202129305
0.5,6.69,52.12,51.88,1,0,5,40,271.441,2.417221,4.955071991
0.5,6.69,39.91,34.31,1,0,5,40,361.167702,4.234,5.259671362
0.5,6.69,37.19,36.86,1,0,5,40,684.935,2.417221,4.845385699
0.5,6.69,37.24,36.9,1,0,5,40,445.983055,2.417221,4.745747995
0.5,6.69,37.33,37,1,0,5,40,684.935,2.417221,5.068864032
0.5,6.69,37.57,37.23,1,0,5,40,445.983055,2.417221,4.799880262
0.5,6.69,37.8,37.47,1,0,5,40,445.983055,2.417221,5.160193341
0.5,6.69,38.03,37.7,1,0,5,40,327.44,2.417221,5.579605739
0.5,6.69,46.58,46.31,1,0,5,40,821.6894831,2.417221,4.922631017
0.5,6.69,33.67,26.77,1,0,5,40,349.54,2.417221,5.135875999
0.5,6.69,39.29,33.56,1,0,5,40,405.1888981,2.177,5.815832575
0.5,6.69,85.43,85.28,1,0,5,40,308.6450892,2.894,4.189904012
0.5,6.69,75.8,75.64,1,0,5,40,338.539,2.417221,4.09009157
0.5,6.69,45.03,43.22,1,0,5,40,405.1888981,3.903,5.48728222
0.5,6.69,24.76,16.92,1,0,5,40,405.1888981,2.458,5.848513944
0.5,6.69,71.47,71.3,1,0,5,40,338.539,2.417221,4.842766834
0.5,6.69,35.88,35.53,1,0,5,40,821.6894831,2.417221,4.723189514
0.5,6.69,12.51,7.89,1,0,5,40,445.983055,2.596,5.98100606
0.5,6.69,51.85,51.61,1,0,5,40,308.6450892,2.417221,4.93124235
0.5,6.69,5.92,3.16,1,0,5,40,269.14,2.417221,7.136049535
0.5,6.69,5.48,2.11,1,0,5,40,285.93,3.344,6.756934131
0.5,6.69,85.49,83.01,1,0,5,40,405.1888981,2.738,4.812445419
0.5,6.69,84.54,82.03,1,0,5,40,370.789,2.417221,4.951248345
0.5,6.69,12.09,0,1,0,5,40,280.86,3.174,6.895558004
0.5,6.69,24.08,13.34,1,0,5,40,445.983055,0.366476868,6.227495488
0.5,6.69,7.01,4.92,1,0,5,40,2016.13,3.088,6.710641251
0.5,6.69,7.26,5.26,1,0,5,40,508.08,1.295,6.707187264
0.5,6.69,41.67,41.37,1,0,5,40,551.56,2.417221,4.982969933
0.5,6.69,7.46,5.54,1,0,5,40,345.419,2.417221,6.7243073
0.5,6.69,36.12,35.77,1,0,5,40,455.3753976,1.198,5.893882253
0.5,6.69,85.9,85.75,1,0,5,40,308.6450892,2.417221,4.512810146
0.5,6.69,31.74,24.42,1,0,5,40,405.1888981,1.99,5.575915103
0.5,6.69,41.93,36.61,1,0,5,40,376.073,2.417221,6.109143817
0.5,6.69,51.79,47.58,1,0,5,40,271.441,2.40625,5.497587113
0.5,6.69,79.99,79.83,1,0,5,40,821.6894831,0.76,4.542928288
0.5,6.69,52.18,48.02,1,0,5,40,477.652,2.417221,4.60539776
0.5,6.69,54.45,50.47,1,0,5,40,508.83,2.417221,5.416179759
0.5,6.69,6.5,0,1,0,5,40,282.25,2.417221,7.190682447
0.5,6.69,98.96,98.83,1,0,5,40,370.789,0.76,3.774622931
0.5,6.69,49.32,44.89,1,0,5,40,376.073,0.5,5.541202614
0.5,6.69,64.8,64.6,1,0,5,40,345.419,2.417221,4.548010384
0.5,6.69,103.16,103.04,1,0,5,40,345.419,0.84,4.59959437
0.5,6.69,107.7,107.59,1,0,5,40,271.441,1.12,4.515754691
0.5,6.69,108.29,108.18,1,0,5,40,271.441,1.04,5.56306459
0.5,6.69,39.31,38.86,1,0,5,40,401.37,2.467,5.929700374
0.5,6.69,147.55,147.47,1,0,5,40,271.441,2.417221,5.381424855
0.5,6.69,35.02,34.55,1,0,5,40,379.43,2.073,5.334692236
0.5,6.69,57.03,53.24,1,0,5,40,376.073,2.417221,5.42786054
0.5,6.69,41.56,41.26,1,0,5,40,821.6894831,2.417221,5.602300793
0.5,6.69,109.13,107.2,1,0,5,40,338.539,2.417221,5.336657894
0.5,6.69,50.22,48.06,1,0,5,40,308.6450892,4.326,5.457155202
0.5,6.69,26.45,17.28,1,0,5,40,336.2,2.654,6.348776211
0.5,6.69,16.74,1.69,1,0,5,40,715.12,0.32,6.055567632
0.5,6.69,64.76,61.46,1,0,5,40,370.789,3.438,5.26482769
0.5,6.69,13.42,0,1,0,5,40,557.42,0.32,7.244307962
0.5,6.69,10.05,5.59,1,0,5,40,308.6450892,2.298,6.541764392
0.5,6.69,13.35,12.38,1,0,5,40,445.983055,0.862,5.927300052
0.5,6.69,5.35,0,1,0,5,40,251.24,6.13,7.110090691
0.5,6.69,5.19,0,1,0,5,40,370.52,2.417221,6.835996237
0.5,6.69,5.3,1.74,1,0,5,40,440.54,2.417221,7.400910938
0.5,6.69,57.2,53.43,1,0,5,40,229.787,3.471,6.116182918
0.5,6.69,22.28,10.31,1,0,5,40,376.073,0.32,5.984084302
0.5,6.69,83.72,81.66,1,0,5,40,234.8825426,2.428,4.734493575
0.5,6.69,23.64,23.1,1,0,5,40,996.43,2.417221,5.790603964
0.5,6.69,58,54.28,1,0,5,40,271.441,5.818232977,5.150846527
0.5,6.69,77.56,76.38,1,0,5,40,308.6450892,2.509,4.495679435
0.5,6.69,51.71,51.46,1,0,5,40,308.6450892,3.08,4.787555841
0.5,6.69,49.1,48.36,1,0,5,40,376.073,5.067,4.690554568
0.5,6.69,64.66,64.46,1,0,5,40,821.6894831,2.417221,4.840862116
0.5,6.69,81.69,81.54,1,0,5,40,345.419,2.417221,4.214229966
0.5,6.69,71.69,71.51,1,0,5,40,338.539,2.417221,4.661104115
0.5,6.9,158.61,158.08,0,0,0.2,85,256,2.417221,4.658484757
0.5,6.9,95.79,95.72,0,0,0.2,85,256,2.417221,5.988632325
0.5,6.9,3.23,0.94,0,0,0.2,85,312,2.417221,7.337199223
0.5,6.9,23.18,22.5,0,0,0.2,85,312,2.417221,6.193226864
0.5,6.9,70.26,69.04,0,0,0.2,85,609,2.417221,5.40777839
0.5,6.9,8.12,7.08,0,0,0.2,85,609,2.417221,7.353908965
0.5,6.9,87.41,86.94,0,0,0.2,85,609,2.417221,5.046344619
0.5,6.9,21.8,21.35,0,0,0.2,85,256,2.417221,5.200729664
0.5,6.9,19.62,19.14,0,0,0.2,85,256,2.417221,6.404062521
0.5,6.9,120.17,119.64,0,0,0.2,85,609,2.417221,5.496437073
0.5,6.9,3,0,0,0,0.2,85,312,2.417221,7.444839791
0.5,6.9,3.45,1.46,0,0,0.2,85,256,2.417221,7.209727992
0.5,6.4,74.06,72.82,0,1,2.8,43,659.6,2.417221,3.661917707
0.5,6.4,79.6,79.33,0,1,2.8,43,338.6,2.417221,3.935471998
0.5,6.4,19.54,14.13,0,1,2.8,43,659.6,2.417221,5.02894734
0.5,6.4,44.15,43.13,0,1,0,45,338.6,2.417221,4.74461373
0.5,6.4,3.47,0,0,1,0,45,219.75,2.417221,6.407771549
0.5,7.51,69.62,68.09,0,0,0,88,175,2.417221,6.442288482
0.5,7.51,13.52,10.56,0,0,0,88,523,2.417221,5.11260169
0.5,7.51,58.28,56.49,0,0,0,88,274.5,2.417221,5.500280104
0.5,7.51,180.55,180.24,0,0,0,88,338.6,2.417221,3.772015605
0.5,7.51,127.05,126.04,0,0,0,88,274.5,2.417221,5.378871279
0.5,7.51,66.05,65.53,0,0,0,88,659.6,2.417221,4.722168994
0.5,7.51,60.91,60.43,0,0,0,88,274.5,2.417221,5.522609997
0.5,7.51,66.69,64.95,0,0,0,88,346,2.417221,5.163336415
0.5,7.51,15.43,13.6,0,0,0,88,276,2.417221,6.424776721
0.5,7.51,142.29,141.37,0,0,0,88,659.6,2.417221,5.451090062
0.5,7.51,55.48,53.34,0,0,0,88,338.6,2.417221,6.357176714
0.5,7.51,32.42,31.74,0,0,0,88,424.8,2.417221,5.221267058
0.5,7.51,60.05,58.33,0,0,0,88,424.8,2.417221,5.654497772
0.5,7.51,51.95,49.66,0,0,0,88,424.8,2.417221,4.049517557
0.5,7.51,7.4,3.62,0,0,0,88,811,2.417221,5.911424423
0.5,7.51,31.41,30.74,0,0,0,88,274.5,2.417221,5.636955834
0.5,7.51,145.62,145.06,0,0,0,88,274.5,2.417221,4.758956997
0.5,7.51,55.3,52.96,0,0,0,88,659.6,2.417221,3.780700745
0.5,7.51,53.43,51.17,0,0,0,88,424.8,2.417221,4.037259267
0.5,7.51,165.02,164.18,0,0,0,88,659.6,2.417221,4.31554595
0.5,7.51,5.31,1.38,0,0,0,88,297,2.417221,6.356472126
0.5,7.51,53.88,51.98,0,0,0,88,274.5,2.417221,5.589647745
0.5,7.62,30.24,24.98,1,0,0,30,235.13,2.417221,5.466099473
0.5,7.62,51.62,47.34,1,0,0,30,271.3,2.417221,5.213929137
0.5,7.62,13.23,9.77,1,0,0,30,438.19,2.417221,6.852027763
0.5,7.62,43.57,40.44,1,0,0,30,210.73,2.417221,5.257747465
0.5,7.62,20.34,19.93,1,0,0,30,473.9,2.417221,6.204828926
0.5,7.62,61.26,59.05,1,0,0,30,198.4,2.417221,4.93440229
0.5,7.62,34.18,33.19,1,0,0,30,473.9,2.417221,7.130380736
0.5,7.62,38.92,38.14,1,0,0,30,228.66,2.417221,6.131737596
0.5,7.62,68.08,66.65,1,0,0,30,200.86,2.417221,5.133698286
0.5,7.62,59.83,59.09,1,0,0,30,190.57,2.417221,4.900863798
0.5,7.62,50.53,49.98,1,0,0,30,473.9,2.417221,4.719809967
0.5,7.62,64.15,63.21,1,0,0,30,473.9,2.417221,5.052077096
0.5,7.62,81.28,81.07,1,0,0,30,279.78,2.417221,5.117350642
0.5,7.62,14.39,9.64,1,0,0,30,427.73,2.417221,6.222509177
0.5,7.62,23.71,19.09,1,0,0,30,277.5,2.417221,5.998115153
0.5,7.62,34.1,29.53,1,0,0,30,226.01,2.417221,4.85155419
0.5,7.62,47.12,42,1,0,0,30,210.01,2.417221,4.853362134
0.5,7.62,8.72,3.14,1,0,0,30,542.61,2.417221,7.234832355
0.5,7.62,15.54,10.97,1,0,0,30,544.74,2.417221,6.617824853
0.5,7.62,39.52,35.44,1,0,0,30,192.71,2.417221,5.366888981
0.5,7.62,47.62,43.83,1,0,0,30,197.63,2.417221,4.98521305
0.5,7.62,16.33,14.82,1,0,0,30,378.75,2.417221,6.515178529
0.5,7.62,13.26,12.6,1,0,0,30,473.9,2.417221,6.325605814
0.5,7.62,20.44,16.06,1,0,0,30,233.14,2.417221,6.510707441
0.5,7.62,35.18,31.88,1,0,0,30,201.21,2.417221,5.567942236
0.5,7.62,19.83,19.37,1,0,0,30,492.26,2.417221,6.863833971
0.5,7.62,28.17,27.47,1,0,0,30,553.4,2.417221,5.273272398
0.5,7.62,57.71,55.14,1,0,0,30,194.47,2.417221,4.855709114
0.5,7.62,25.88,24.11,1,0,0,30,442.15,2.417221,5.672972319
0.5,7.62,26.39,24.14,1,0,0,30,272.6,2.417221,5.911376598
0.5,7.62,44.92,44.74,1,0,0,30,473.9,2.417221,5.346984766
0.5,7.62,39.02,38.7,1,0,0,30,473.9,2.417221,5.866079191
0.5,7.62,49.64,48.49,1,0,0,30,172.1,2.417221,5.513819242
0.5,7.62,55.42,54.31,1,0,0,30,225.77,2.417221,5.413250144
0.5,7.62,56.93,56.67,1,0,0,30,411.46,2.417221,4.576179729
0.5,7.62,59.96,59.79,1,0,0,30,272.6,2.417221,5.022485917
0.5,7.62,74.71,73.27,1,0,0,30,191.09,2.417221,4.83060274
0.5,7.62,69.26,68.86,1,0,0,30,228.92,2.417221,4.491338938
0.5,7.62,58.75,57.51,1,0,0,30,473.9,2.417221,4.146472903
0.5,7.62,72.23,71.94,1,0,0,30,246.88,2.417221,5.363677881
0.5,7.62,83.43,82.78,1,0,0,30,272.6,2.417221,5.720121227
0.5,7.62,89.48,89.38,1,0,0,30,211.97,2.417221,4.591681126
0.5,7.62,83.7,83.56,1,0,0,30,227.97,2.417221,4.928278356
0.5,7.62,86.1,86.01,1,0,0,30,215,2.417221,4.523378183
0.5,7.62,83.61,83.54,1,0,0,30,272.6,2.417221,4.695926385
0.5,7.62,79.26,78.74,1,0,0,30,215,2.417221,5.098218003
0.5,7.62,10.8,0.7,1,0,0,30,553.43,2.417221,6.313967138
0.5,7.62,46.71,42.16,1,0,0,30,169.84,2.417221,5.072866549
0.5,7.62,77.3,77.19,1,0,0,30,160.67,2.417221,4.979656508
0.5,7.62,47.53,46.59,1,0,0,30,473.9,2.417221,4.772226241
0.5,7.62,3.01,0.11,1,0,0,30,553.4,2.417221,7.268466736
0.5,7.62,41.67,41.36,1,0,0,30,473.9,2.417221,5.128828965
0.5,7.62,41.2,36.11,1,0,0,30,193.69,2.417221,4.875120885
0.5,7.62,28.42,27.57,1,0,0,30,553.4,2.417221,6.408739884
0.5,7.62,28.94,28.79,1,0,0,30,505.2,2.417221,5.785912992
0.5,7.62,37.92,37.48,1,0,0,30,272.6,2.417221,6.235270797
0.5,7.62,59.85,58.43,1,0,0,30,215,2.417221,5.206843385
0.5,7.62,27.3,22.7,1,0,0,30,253.72,2.417221,5.176653216
0.5,7.62,54.43,49.83,1,0,0,30,190.49,2.417221,4.7955268
0.5,7.62,42.39,37.12,1,0,0,30,221.92,2.417221,5.114849353
0.5,7.62,82.26,82.2,1,0,0,30,272.6,2.417221,4.664872481
0.5,7.62,65.49,65.28,1,0,0,30,228.84,2.417221,4.904041018
0.5,7.62,53.76,53.46,1,0,0,30,230.11,2.417221,5.115302992
0.5,7.62,15.44,9.96,1,0,0,30,258.89,2.417221,6.529199594
0.5,7.62,37.72,36.06,1,0,0,30,553.4,2.417221,4.590069025
0.5,7.62,23.2,18.04,1,0,0,30,223.24,2.417221,5.924505924
0.5,7.62,51.83,50.62,1,0,0,30,175.68,2.417221,5.638416091
0.5,7.62,41.03,40.37,1,0,0,30,473.9,2.417221,4.991072402
0.5,7.62,82.17,81.31,1,0,0,30,215,2.417221,4.984904416
0.5,7.62,56.93,53.3,1,0,0,30,473.9,2.417221,4.983332934
0.5,7.62,56.14,52.46,1,0,0,30,1525.85,2.417221,5.311456519
0.5,7.62,47.58,43.17,1,0,0,30,272.6,2.417221,5.91282096
0.5,7.62,47.86,43.48,1,0,0,30,272.6,2.417221,5.440100521
0.5,7.62,56.3,52.62,1,0,0,30,272.6,2.417221,5.035584186
0.5,7.62,56.06,52.37,1,0,0,30,272.6,2.417221,5.369267713
0.5,7.62,53.19,49.29,1,0,0,30,272.6,2.417221,5.360253598
0.5,7.62,56.65,53,1,0,0,30,272.6,2.417221,4.865443196
0.5,7.62,54.32,50.51,1,0,0,30,272.6,2.417221,5.473928005
0.5,7.62,55.24,51.49,1,0,0,30,272.6,2.417221,5.800594426
0.5,7.62,51.12,47.04,1,0,0,30,272.6,2.417221,5.204464879
0.5,7.62,52.18,48.19,1,0,0,30,272.6,2.417221,5.052215126
0.5,7.62,51.11,47.04,1,0,0,30,272.6,2.417221,5.086453516
0.5,7.62,55.59,51.87,1,0,0,30,272.6,2.417221,6.007981828
0.5,7.62,44.54,39.8,1,0,0,30,375.3,2.417221,5.068197443
0.5,7.62,62.07,58.76,1,0,0,30,473.9,2.417221,5.866379399
0.5,7.62,51.15,47.08,1,0,0,30,553.4,2.417221,4.435403402
0.5,7.62,43.15,38.23,1,0,0,30,553.4,2.417221,4.030802597
0.5,7.62,53.79,49.93,1,0,0,30,473.9,2.417221,4.998778904
0.5,7.62,51.96,47.96,1,0,0,30,457.49,2.417221,5.071968916
0.5,7.62,51.62,47.58,1,0,0,30,272.6,2.417221,5.623475742
0.5,7.62,53.84,49.99,1,0,0,30,272.6,2.417221,5.608006546
0.5,7.62,54.29,50.47,1,0,0,30,614.05,2.417221,5.111260126
0.5,7.62,46.95,42.47,1,0,0,30,272.6,2.417221,5.039893372
0.5,7.62,51.46,47.41,1,0,0,30,473.9,2.417221,5.291092762
0.5,7.62,47.16,42.7,1,0,0,30,473.9,2.417221,5.326542805
0.5,7.62,53.21,49.31,1,0,0,30,395.57,2.417221,6.092388728
0.5,7.62,44.32,39.55,1,0,0,30,379.18,2.417221,5.903625407
0.5,7.62,48.35,44.02,1,0,0,30,473.9,2.417221,4.734252187
0.5,7.62,43.8,38.97,1,0,0,30,272.6,2.417221,4.915909627
0.5,7.62,46.2,41.65,1,0,0,30,272.6,2.417221,5.49710474
0.5,7.62,42.54,37.54,1,0,0,30,642.73,2.417221,4.674291241
0.5,7.62,45.89,41.3,1,0,0,30,375.3,2.417221,5.571352567
0.5,7.62,47.76,43.37,1,0,0,30,272.6,2.417221,5.377127489
0.5,7.62,58.05,54.49,1,0,0,30,272.6,2.417221,4.8995053
0.5,7.62,58.22,54.68,1,0,0,30,473.9,2.417221,5.21796634
0.5,7.62,63.43,60.2,1,0,0,30,375.3,2.417221,5.864766114
0.5,7.62,51.8,47.79,1,0,0,30,617.52,2.417221,5.490820713
0.5,7.62,51.41,47.36,1,0,0,30,272.6,2.417221,6.009712378
0.5,7.62,50.76,46.65,1,0,0,30,272.6,2.417221,5.662919667
0.5,7.62,53.27,49.37,1,0,0,30,272.6,2.417221,5.05296768
0.5,7.62,53.56,49.69,1,0,0,30,272.6,2.417221,5.760588001
0.5,7.62,47.46,43.04,1,0,0,30,272.6,2.417221,5.772195306
0.5,7.62,41.1,35.9,1,0,0,30,511.3,2.417221,5.147139117
0.5,7.62,50.6,46.48,1,0,0,30,553.4,2.417221,4.680560911
0.5,7.62,45.77,41.17,1,0,0,30,553.4,2.417221,5.310187378
0.5,7.62,49.15,44.89,1,0,0,30,473.9,2.417221,5.800882307
0.5,7.62,57.51,53.92,1,0,0,30,473.9,2.417221,4.239841794
0.5,7.62,55.59,51.87,1,0,0,30,272.6,2.417221,6.06049405
0.5,7.62,103.2,101.24,1,0,0,30,473.9,2.417221,4.257944721
0.5,7.62,97.58,95.51,1,0,0,30,272.6,2.417221,5.245355402
0.5,7.62,92.81,90.63,1,0,0,30,263.82,2.417221,5.22672484
0.5,7.62,88.89,86.61,1,0,0,30,124.27,2.417221,5.231455765
0.5,7.62,87.2,84.88,1,0,0,30,239.33,2.417221,5.122398862
0.5,7.62,85.07,82.69,1,0,0,30,279.41,2.417221,5.488183231
0.5,7.62,84.07,81.66,1,0,0,30,473.9,2.417221,5.25019995
0.5,7.62,84.8,82.41,1,0,0,30,272.6,2.417221,5.265436151
0.5,7.62,80.18,77.64,1,0,0,30,473.9,2.417221,4.887202453
0.5,7.62,88.18,85.88,1,0,0,30,272.6,2.417221,5.182948484
0.5,7.62,84.12,81.71,1,0,0,30,215,2.417221,5.998458604
0.5,7.62,80.67,78.15,1,0,0,30,300.77,2.417221,5.100522103
0.5,7.62,85.4,83.02,1,0,0,30,553.4,2.417221,4.887683285
0.5,7.62,82.36,79.9,1,0,0,30,271.1,2.417221,5.173412855
0.5,7.62,76.9,74.26,1,0,0,30,473.9,2.417221,5.033170068
0.5,7.62,67.81,64.79,1,0,0,30,553.4,2.417221,4.376128063
0.5,7.62,83.23,80.79,1,0,0,30,215,2.417221,5.31554844
0.5,7.62,85.62,83.25,1,0,0,30,200.98,2.417221,5.571837743
0.5,7.62,83.31,80.88,1,0,0,30,649.25,2.417221,5.180517907
0.5,7.62,84.22,81.81,1,0,0,30,295.48,2.417221,4.728328588
0.5,7.62,93.43,91.27,1,0,0,30,272.6,2.417221,4.875510244
0.5,7.62,89.98,87.73,1,0,0,30,272.6,2.417221,4.790518782
0.5,7.62,84.11,81.7,1,0,0,30,210.17,2.417221,5.181146786
0.5,7.62,86.11,83.76,1,0,0,30,227.18,2.417221,4.624034314
0.5,7.62,87.97,85.66,1,0,0,30,196.88,2.417221,5.477731275
0.5,7.62,85.68,83.32,1,0,0,30,209.36,2.417221,5.331380637
0.5,7.62,77.17,74.53,1,0,0,30,473.9,2.417221,5.001891135
0.5,7.62,80.53,78.01,1,0,0,30,158.13,2.417221,5.098858896
0.5,7.62,79.62,77.07,1,0,0,30,396.93,2.417221,4.806310945
0.5,7.62,88.95,86.68,1,0,0,30,199.59,2.417221,5.533765138
0.5,7.62,87.98,85.67,1,0,0,30,215,2.417221,4.884446161
0.5,7.62,66.88,63.82,1,0,0,30,473.9,2.417221,4.933131032
0.5,7.62,79.03,76.45,1,0,0,30,473.9,2.417221,5.124758842
0.5,7.62,85.13,82.74,1,0,0,30,553.4,2.417221,4.397433268
0.5,7.62,116.01,114.28,1,0,0,30,473.9,2.417221,4.193276575
0.5,7.62,90.3,88.05,1,0,0,30,266.77,2.417221,5.258712428
0.5,7.62,92.04,89.84,1,0,0,30,223.71,2.417221,5.269190266
0.5,7.62,86.33,83.98,1,0,0,30,236.84,2.417221,5.077538424
0.5,7.62,78.55,75.96,1,0,0,30,375.3,2.417221,4.856952995
0.5,7.62,73.22,70.43,1,0,0,30,375.3,2.417221,5.126565948
0.5,7.62,61.06,57.69,1,0,0,30,996.51,2.417221,4.089343209
0.5,7.62,72.33,69.51,1,0,0,30,375.3,2.417221,4.888644255
0.5,7.62,70.35,67.44,1,0,0,30,375.3,2.417221,5.383134137
0.5,7.62,38.82,33.28,1,0,0,30,553.4,2.417221,5.551209205
0.5,7.62,44.93,42.48,1,0,0,30,473.9,2.417221,4.11521272
0.5,7.62,114.44,113.39,1,0,0,30,913.77,2.417221,3.914336868
0.5,7.62,114.92,113.37,1,0,0,30,218.49,2.417221,3.92987717
0.5,7.62,107.57,105.92,1,0,0,30,272.6,2.417221,4.30112558
0.5,7.62,108.75,107.02,1,0,0,30,285.94,2.417221,4.626937353
